airline,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price,month,day
IndiGo,Chennai,Kolkata,morning,afternoon,8700,0,No info,4332,5,18
IndiGo,Kolkata,Banglore,morning,afternoon,17400,1,No info,5069,5,6
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,4544,5,6
Multiple carriers,Delhi,Cochin,mid_night,afternoon,41400,1,No info,14973,3,3
Air India,Banglore,New Delhi,morning,evening,127200,3,No info,13387,3,12
SpiceJet,Banglore,Delhi,mid_night,morning,9600,0,No info,3625,6,9
Jet Airways,Kolkata,Banglore,morning,afternoon,103800,1,In-flight meal not included,10703,5,24
IndiGo,Kolkata,Banglore,afternoon,afternoon,9300,0,No info,7615,3,24
IndiGo,Banglore,Delhi,evening,evening,10500,0,No info,4823,5,27
Jet Airways,Banglore,New Delhi,morning,mid_night,62700,1,No info,16736,3,6
Jet Airways,Kolkata,Banglore,evening,afternoon,53400,1,In-flight meal not included,9663,5,9
Multiple carriers,Delhi,Cochin,morning,evening,37800,1,No info,9205,5,18
Jet Airways,Delhi,Cochin,evening,mid_night,20100,1,No info,15554,5,9
SpiceJet,Mumbai,Hyderabad,evening,mid_night,5400,0,No check-in baggage included,1965,5,15
Air India,Kolkata,Banglore,afternoon,afternoon,9000,0,No info,5510,6,15
Multiple carriers,Delhi,Cochin,morning,evening,32100,1,No info,8266,5,9
IndiGo,Mumbai,Hyderabad,afternoon,evening,5400,0,No info,3175,5,27
SpiceJet,Delhi,Cochin,morning,afternoon,16200,1,No check-in baggage included,4760,5,9
Multiple carriers,Delhi,Cochin,morning,evening,44100,1,No info,7740,5,27
Jet Airways,Kolkata,Banglore,afternoon,evening,34200,1,No info,13941,5,15
Air Asia,Delhi,Cochin,afternoon,morning,51900,1,No info,11410,6,6
Jet Airways,Kolkata,Banglore,afternoon,evening,98400,1,No info,12681,4,1
Jet Airways,Delhi,Cochin,morning,afternoon,96900,2,No info,15129,5,6
Jet Airways,Delhi,Cochin,mid_night,evening,48600,2,In-flight meal not included,10368,6,12
Air India,Kolkata,Banglore,morning,evening,43500,2,No info,12324,5,21
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No check-in baggage included,3841,4,15
Jet Airways,Delhi,Cochin,mid_night,mid_night,82500,2,No info,13014,6,24
IndiGo,Delhi,Cochin,morning,evening,56400,1,No info,6442,6,27
Jet Airways,Delhi,Cochin,afternoon,evening,18000,1,In-flight meal not included,12373,5,18
Jet Airways,Banglore,New Delhi,morning,evening,50700,1,No info,13817,3,12
IndiGo,Banglore,Delhi,evening,evening,10500,0,No info,4823,6,24
Jet Airways,Delhi,Cochin,mid_night,mid_night,83700,2,In-flight meal not included,9412,3,27
Air India,Delhi,Cochin,evening,evening,76500,2,No info,10231,5,27
Jet Airways,Banglore,Delhi,afternoon,evening,10500,0,No info,7229,4,9
SpiceJet,Banglore,New Delhi,morning,afternoon,10500,0,No check-in baggage included,4273,3,24
Jet Airways,Kolkata,Banglore,evening,evening,93000,1,In-flight meal not included,10844,5,18
IndiGo,Delhi,Cochin,mid_night,morning,19500,1,No info,7164,5,27
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,6478,6,27
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,5198,5,12
SpiceJet,Banglore,Delhi,mid_night,morning,9600,0,No check-in baggage included,4319,4,27
Jet Airways,Delhi,Cochin,evening,afternoon,62400,1,In-flight meal not included,10262,6,27
Vistara,Delhi,Cochin,afternoon,afternoon,11400,0,No info,6741,5,18
Jet Airways,Kolkata,Banglore,afternoon,evening,30600,1,No info,14571,6,6
Air India,Banglore,New Delhi,morning,evening,43500,1,Change airports,26092,3,1
Air India,Delhi,Cochin,morning,evening,30000,2,No info,11753,6,27
Jet Airways,Banglore,New Delhi,morning,evening,54000,1,In-flight meal not included,7832,3,21
Vistara,Kolkata,Banglore,morning,evening,47400,1,No info,8610,5,1
Jet Airways,Kolkata,Banglore,afternoon,evening,30600,1,No info,13626,6,12
Jet Airways,Delhi,Cochin,morning,afternoon,96900,2,In-flight meal not included,10368,6,9
IndiGo,Mumbai,Hyderabad,mid_night,mid_night,5400,0,No info,2754,6,18
Jet Airways,Kolkata,Banglore,afternoon,evening,90000,1,No info,12692,6,6
IndiGo,Banglore,New Delhi,morning,afternoon,10500,0,No info,10067,3,1
GoAir,Delhi,Cochin,morning,evening,32400,1,No info,4959,6,3
Air India,Banglore,New Delhi,morning,morning,94800,2,No info,19372,3,1
Air India,Mumbai,Hyderabad,morning,morning,4800,0,No info,3100,5,18
Multiple carriers,Delhi,Cochin,morning,evening,48600,1,No info,8405,5,15
Multiple carriers,Delhi,Cochin,morning,evening,34200,1,In-flight meal not included,6943,5,27
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No check-in baggage included,3841,4,27
SpiceJet,Mumbai,Hyderabad,evening,mid_night,5400,0,No info,2017,6,6
Vistara,Kolkata,Banglore,afternoon,morning,63900,1,No info,9187,5,1
Jet Airways,Kolkata,Banglore,morning,evening,41100,1,No info,13941,5,12
Jet Airways,Delhi,Cochin,evening,evening,84900,2,In-flight meal not included,8938,3,21
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No check-in baggage included,4319,5,18
SpiceJet,Banglore,Delhi,evening,mid_night,10500,0,No check-in baggage included,3573,4,1
SpiceJet,Kolkata,Banglore,morning,morning,8700,0,No check-in baggage included,3841,5,3
Jet Airways,Delhi,Cochin,morning,afternoon,11700,0,In-flight meal not included,7202,6,27
Vistara,Kolkata,Banglore,afternoon,evening,21300,1,No info,9187,6,9
GoAir,Delhi,Cochin,morning,afternoon,22200,1,No info,6976,6,3
Jet Airways,Delhi,Cochin,evening,afternoon,66000,1,In-flight meal not included,12898,5,21
Jet Airways,Delhi,Cochin,mid_night,mid_night,94200,1,In-flight meal not included,12898,5,27
Jet Airways,Delhi,Cochin,evening,evening,77700,2,In-flight meal not included,10588,6,15
Air India,Delhi,Cochin,evening,evening,76500,2,No info,9181,6,24
Jet Airways,Banglore,New Delhi,mid_night,mid_night,84000,1,In-flight meal not included,11087,3,3
Jet Airways,Delhi,Cochin,morning,afternoon,19800,1,In-flight meal not included,10262,6,27
Jet Airways,Delhi,Cochin,morning,afternoon,11700,0,In-flight meal not included,4886,4,6
IndiGo,Delhi,Cochin,mid_night,morning,21300,1,No info,8470,3,21
Air India,Kolkata,Banglore,morning,evening,48300,3,No info,14960,5,21
SpiceJet,Kolkata,Banglore,morning,morning,9300,0,No info,3873,5,9
Air India,Delhi,Cochin,afternoon,evening,95700,2,No info,11911,3,9
Air India,Delhi,Cochin,morning,evening,47700,1,No info,8907,6,15
SpiceJet,Chennai,Kolkata,morning,morning,8100,0,No check-in baggage included,3859,5,9
Air Asia,Kolkata,Banglore,evening,mid_night,9000,0,No info,3807,6,24
Air Asia,Kolkata,Banglore,morning,afternoon,9300,0,No info,4384,3,6
Multiple carriers,Delhi,Cochin,mid_night,afternoon,27600,1,No info,11622,6,3
Vistara,Banglore,New Delhi,evening,evening,9600,0,No info,4563,3,24
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No check-in baggage included,1965,4,1
Air India,Kolkata,Banglore,evening,evening,9300,0,No info,4145,4,24
Jet Airways,Kolkata,Banglore,evening,evening,84600,1,In-flight meal not included,10031,3,24
Air India,Banglore,New Delhi,afternoon,evening,22200,1,No info,11628,3,1
Jet Airways,Delhi,Cochin,morning,afternoon,19800,1,In-flight meal not included,10262,6,15
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,2017,6,24
Vistara,Delhi,Cochin,morning,morning,11400,0,No info,6216,4,27
Multiple carriers,Delhi,Cochin,morning,mid_night,50100,3,No info,16294,5,15
IndiGo,Banglore,Delhi,mid_night,morning,10200,0,No info,3943,6,3
Multiple carriers,Delhi,Cochin,afternoon,evening,27300,1,No info,7038,5,27
SpiceJet,Banglore,New Delhi,morning,evening,28500,1,No info,7294,3,9
SpiceJet,Kolkata,Banglore,morning,morning,8700,0,No info,3873,4,6
Air India,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,3100,6,18
Multiple carriers,Delhi,Cochin,morning,evening,32400,1,No info,12507,5,27
Air Asia,Delhi,Cochin,morning,evening,52500,1,No info,6152,5,21
Air India,Kolkata,Banglore,morning,evening,40500,1,No info,8030,4,1
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,5769,6,18
IndiGo,Kolkata,Banglore,afternoon,evening,9300,0,No info,4804,6,6
Air India,Delhi,Cochin,morning,morning,85200,1,No info,8372,5,18
Jet Airways,Banglore,New Delhi,morning,afternoon,16800,1,No info,8578,3,15
Air India,Delhi,Cochin,evening,evening,76500,2,No info,11228,5,18
Air India,Kolkata,Banglore,morning,morning,83100,2,No info,13227,5,1
IndiGo,Banglore,New Delhi,evening,evening,10500,0,No info,8855,3,15
Multiple carriers,Delhi,Cochin,mid_night,afternoon,31500,1,No info,12192,6,12
Jet Airways,Delhi,Cochin,evening,evening,71700,2,No info,12819,6,27
IndiGo,Banglore,Delhi,morning,morning,9900,0,No info,3943,6,27
Multiple carriers,Delhi,Cochin,mid_night,afternoon,45300,1,In-flight meal not included,18260,3,9
Air India,Banglore,Delhi,morning,morning,9900,0,No info,5228,4,18
Jet Airways,Delhi,Cochin,afternoon,mid_night,58200,2,No info,14300,6,12
Air India,Kolkata,Banglore,afternoon,evening,109800,2,No info,10151,5,1
IndiGo,Kolkata,Banglore,afternoon,evening,16800,1,No info,5699,5,6
Vistara,Kolkata,Banglore,morning,morning,99300,1,No info,9187,5,21
Vistara,Kolkata,Banglore,evening,morning,45900,1,No info,8452,6,6
Multiple carriers,Delhi,Cochin,mid_night,afternoon,39900,1,No info,13961,3,21
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,5769,6,24
Multiple carriers,Delhi,Cochin,morning,evening,41400,1,No info,10877,6,24
IndiGo,Banglore,Delhi,evening,mid_night,10200,0,No info,4591,4,9
Air India,Kolkata,Banglore,morning,mid_night,72000,2,No info,17732,5,6
Jet Airways,Delhi,Cochin,evening,mid_night,36600,1,In-flight meal not included,12373,5,9
Air Asia,Kolkata,Banglore,evening,evening,9000,0,No info,3807,6,27
Vistara,Kolkata,Banglore,morning,evening,47400,1,No info,9555,6,9
Air Asia,Banglore,Delhi,morning,afternoon,9900,0,No info,4483,6,6
Jet Airways,Kolkata,Banglore,afternoon,evening,24000,1,No info,14781,5,12
Jet Airways,Delhi,Cochin,evening,evening,85500,1,In-flight meal not included,12373,5,18
IndiGo,Delhi,Cochin,morning,afternoon,19200,1,No info,5530,5,21
IndiGo,Delhi,Cochin,morning,evening,45000,1,No info,7081,5,18
Jet Airways,Delhi,Cochin,morning,afternoon,99300,1,In-flight meal not included,10262,6,15
Multiple carriers,Delhi,Cochin,morning,evening,27300,1,No info,9316,5,27
Jet Airways,Kolkata,Banglore,morning,evening,42300,1,In-flight meal not included,10844,5,9
IndiGo,Delhi,Cochin,morning,evening,48600,1,No info,8542,5,1
IndiGo,Banglore,Delhi,afternoon,evening,10800,0,No info,4823,4,15
Air India,Delhi,Cochin,mid_night,morning,99600,1,No info,12940,3,6
Jet Airways,Kolkata,Banglore,evening,mid_night,27000,1,No info,13374,6,6
Multiple carriers,Delhi,Cochin,morning,evening,34200,1,No info,13062,3,21
Jet Airways,Banglore,Delhi,evening,evening,11100,0,No info,8541,6,21
Jet Airways,Kolkata,Banglore,afternoon,morning,72600,1,In-flight meal not included,11134,3,24
Jet Airways,Banglore,New Delhi,morning,evening,36900,1,In-flight meal not included,7832,3,21
Multiple carriers,Delhi,Cochin,afternoon,evening,33300,1,No info,8888,5,9
Jet Airways,Kolkata,Banglore,evening,morning,51900,1,In-flight meal not included,9663,5,12
Multiple carriers,Delhi,Cochin,morning,afternoon,30300,1,No info,17267,3,6
Jet Airways,Banglore,New Delhi,evening,morning,53400,1,In-flight meal not included,7832,3,21
Vistara,Banglore,New Delhi,evening,evening,9600,0,No info,12123,3,18
Multiple carriers,Delhi,Cochin,afternoon,mid_night,30600,1,No info,8073,5,15
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No info,4991,4,12
GoAir,Banglore,Delhi,evening,evening,9900,0,No info,3419,6,12
Jet Airways,Delhi,Cochin,evening,evening,83700,1,In-flight meal not included,10262,6,27
Jet Airways,Delhi,Cochin,evening,afternoon,60600,1,In-flight meal not included,10262,6,1
Air Asia,Kolkata,Banglore,evening,mid_night,9000,0,No info,3807,4,3
IndiGo,Mumbai,Hyderabad,afternoon,afternoon,5100,0,No info,5755,3,3
Jet Airways,Delhi,Cochin,evening,mid_night,23700,1,In-flight meal not included,10262,6,1
Air India,Delhi,Cochin,afternoon,morning,51900,2,No info,13039,5,21
Jet Airways,Banglore,New Delhi,morning,evening,44700,1,In-flight meal not included,7832,3,21
IndiGo,Chennai,Kolkata,morning,morning,8400,0,No info,6297,3,9
Jet Airways,Mumbai,Hyderabad,evening,evening,5400,0,In-flight meal not included,3210,6,24
Multiple carriers,Delhi,Cochin,morning,evening,38400,1,No info,15147,3,3
IndiGo,Mumbai,Hyderabad,morning,morning,5400,0,No info,4049,6,24
Jet Airways,Delhi,Cochin,morning,afternoon,97800,2,No info,13882,6,12
Air India,Kolkata,Banglore,morning,evening,44700,1,No info,8366,5,21
Jet Airways,Banglore,New Delhi,evening,morning,31800,1,In-flight meal not included,9134,3,15
IndiGo,Banglore,Delhi,morning,morning,10200,0,No info,4823,4,3
Air India,Kolkata,Banglore,afternoon,afternoon,86400,1,No info,5006,4,9
Air India,Delhi,Cochin,afternoon,morning,75300,1,No info,7480,6,1
Jet Airways,Kolkata,Banglore,afternoon,evening,21900,1,In-flight meal not included,10844,6,6
Jet Airways,Kolkata,Banglore,evening,morning,44100,1,In-flight meal not included,7064,4,1
IndiGo,Kolkata,Banglore,afternoon,afternoon,9000,0,No info,5224,6,21
Air Asia,Kolkata,Banglore,morning,afternoon,9300,0,No info,4384,3,15
Multiple carriers,Delhi,Cochin,afternoon,mid_night,45000,1,No info,13377,6,1
Multiple carriers,Delhi,Cochin,morning,evening,45300,1,No info,8837,5,27
Air India,Delhi,Cochin,afternoon,morning,57900,1,No info,16352,3,3
Air India,Delhi,Cochin,evening,evening,76500,2,No info,10441,6,9
IndiGo,Chennai,Kolkata,afternoon,afternoon,8400,0,No info,3597,5,9
Air Asia,Kolkata,Banglore,evening,evening,9000,0,No info,3807,6,12
Jet Airways,Kolkata,Banglore,evening,morning,44100,1,In-flight meal not included,9663,5,6
Jet Airways,Kolkata,Banglore,evening,evening,85800,1,No info,12681,4,1
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,4668,5,24
Multiple carriers,Delhi,Cochin,afternoon,mid_night,29100,1,No info,17057,3,3
Air India,Delhi,Cochin,evening,morning,38400,1,No info,8372,6,3
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No info,5515,3,1
Jet Airways,Kolkata,Banglore,morning,afternoon,26100,1,No info,8355,5,1
IndiGo,Mumbai,Hyderabad,mid_night,mid_night,5400,0,No info,2754,4,1
Multiple carriers,Delhi,Cochin,afternoon,mid_night,37800,1,No info,13377,6,15
Jet Airways,Delhi,Cochin,evening,evening,83700,1,No info,15554,5,9
IndiGo,Kolkata,Banglore,afternoon,afternoon,9000,0,No info,5224,5,18
IndiGo,Delhi,Cochin,afternoon,evening,18000,1,No info,6069,6,9
Jet Airways,Delhi,Cochin,morning,afternoon,90300,1,In-flight meal not included,12373,5,9
Jet Airways,Kolkata,Banglore,evening,mid_night,35100,1,In-flight meal not included,6959,6,12
SpiceJet,Kolkata,Banglore,morning,morning,8700,0,No check-in baggage included,3841,5,27
Air India,Delhi,Cochin,mid_night,evening,55500,1,No info,8669,5,15
Jet Airways,Delhi,Cochin,mid_night,evening,48600,2,No info,13014,6,1
Jet Airways,Kolkata,Banglore,morning,mid_night,72900,1,No info,13731,6,6
Multiple carriers,Delhi,Cochin,morning,mid_night,55800,1,No info,7888,5,21
Vistara,Kolkata,Banglore,morning,evening,54000,1,No info,12942,3,24
Vistara,Mumbai,Hyderabad,morning,morning,77400,1,No info,12395,3,6
Jet Airways,Kolkata,Banglore,afternoon,evening,25500,1,No info,14571,6,9
IndiGo,Banglore,Delhi,mid_night,mid_night,10500,0,No info,4591,4,27
Air India,Kolkata,Banglore,morning,afternoon,102000,2,No info,12592,5,9
IndiGo,Kolkata,Banglore,afternoon,afternoon,9000,0,No info,4804,6,6
Jet Airways,Kolkata,Banglore,afternoon,morning,65400,1,No info,14388,5,21
Air India,Delhi,Cochin,evening,evening,76500,2,No info,14851,3,9
Jet Airways,Kolkata,Banglore,evening,morning,39900,1,In-flight meal not included,8586,5,18
Jet Airways,Banglore,New Delhi,evening,morning,38400,1,1 Long layover,31825,3,1
Jet Airways,Delhi,Cochin,evening,mid_night,36000,2,No info,14237,6,9
IndiGo,Kolkata,Banglore,morning,afternoon,17400,1,No info,5069,6,6
Jet Airways,Delhi,Cochin,morning,afternoon,19800,1,No info,16079,6,1
Jet Airways,Kolkata,Banglore,evening,morning,48000,1,In-flight meal not included,9663,5,15
Multiple carriers,Delhi,Cochin,morning,evening,34200,1,No info,13587,5,27
Air India,Kolkata,Banglore,evening,evening,96300,1,No info,10808,3,24
Multiple carriers,Delhi,Cochin,morning,evening,33300,1,In-flight meal not included,11446,5,27
Air India,Mumbai,Hyderabad,evening,evening,4500,0,No info,3100,5,1
GoAir,Kolkata,Banglore,afternoon,mid_night,27300,1,No info,6484,5,1
IndiGo,Mumbai,Hyderabad,morning,morning,5400,0,No info,4049,5,9
IndiGo,Banglore,New Delhi,evening,mid_night,18600,1,No info,7280,3,9
Air India,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,3625,5,27
SpiceJet,Banglore,Delhi,evening,mid_night,10500,0,No check-in baggage included,3919,6,15
Jet Airways,Delhi,Cochin,mid_night,evening,60300,1,No info,15554,5,9
IndiGo,Chennai,Kolkata,morning,morning,8400,0,No info,3850,6,3
Jet Airways,Banglore,Delhi,evening,evening,11100,0,No info,7229,5,12
IndiGo,Banglore,Delhi,evening,evening,10500,0,No info,4823,4,27
IndiGo,Banglore,Delhi,evening,evening,10500,0,No info,4823,5,15
Vistara,Kolkata,Banglore,morning,morning,93600,1,No info,11682,3,24
IndiGo,Banglore,Delhi,evening,evening,10500,0,No info,4823,4,21
Jet Airways,Delhi,Cochin,afternoon,mid_night,55500,1,In-flight meal not included,10262,6,9
IndiGo,Delhi,Cochin,mid_night,afternoon,39900,1,No info,6818,6,6
SpiceJet,Mumbai,Hyderabad,evening,mid_night,5400,0,No check-in baggage included,1965,5,27
Vistara,Kolkata,Banglore,morning,evening,58500,1,No info,9345,5,12
IndiGo,Delhi,Cochin,afternoon,evening,22800,1,No info,6938,6,6
Jet Airways,Delhi,Cochin,morning,afternoon,96900,2,In-flight meal not included,10368,6,15
Air India,Delhi,Cochin,morning,morning,74700,2,No info,11753,6,12
Air India,Delhi,Cochin,evening,evening,89100,2,No info,12488,5,27
Jet Airways,Kolkata,Banglore,afternoon,evening,20700,1,In-flight meal not included,9899,6,12
Multiple carriers,Delhi,Cochin,morning,evening,35100,1,No info,11622,6,6
SpiceJet,Kolkata,Banglore,morning,morning,9600,0,No info,3847,3,27
Jet Airways,Delhi,Cochin,evening,mid_night,20100,1,No info,16079,6,27
Jet Airways,Banglore,Delhi,morning,morning,9900,0,In-flight meal not included,6478,6,18
Air India,Delhi,Cochin,afternoon,afternoon,10800,0,No info,5201,6,21
Air Asia,Kolkata,Banglore,morning,afternoon,9300,0,No info,4409,5,9
Jet Airways,Banglore,New Delhi,morning,morning,88500,1,No info,17261,3,6
Vistara,Banglore,Delhi,afternoon,evening,9300,0,No info,4878,5,27
SpiceJet,Banglore,Delhi,mid_night,morning,9600,0,No check-in baggage included,3573,5,18
Jet Airways,Kolkata,Banglore,evening,afternoon,73200,1,In-flight meal not included,10844,5,18
IndiGo,Kolkata,Banglore,evening,mid_night,9300,0,No info,4804,4,21
Air India,Delhi,Cochin,afternoon,afternoon,10800,0,No info,5201,6,27
Multiple carriers,Delhi,Cochin,afternoon,evening,22500,1,No info,14533,5,18
SpiceJet,Kolkata,Banglore,evening,mid_night,8400,0,No info,3873,4,12
SpiceJet,Chennai,Kolkata,afternoon,evening,8400,0,No check-in baggage included,3543,6,6
Multiple carriers,Delhi,Cochin,morning,evening,38400,1,No info,7215,3,21
Multiple carriers,Delhi,Cochin,morning,evening,30600,1,No info,11999,3,21
IndiGo,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,2754,5,18
Jet Airways,Banglore,New Delhi,evening,morning,57000,1,No info,13817,3,12
Air Asia,Kolkata,Banglore,evening,evening,9000,0,No info,4107,6,15
Multiple carriers,Delhi,Cochin,morning,evening,43200,1,No info,8073,5,9
IndiGo,Mumbai,Hyderabad,evening,evening,5400,0,No info,2227,6,27
Jet Airways,Kolkata,Banglore,evening,evening,77700,1,In-flight meal not included,10539,6,6
IndiGo,Banglore,Delhi,mid_night,mid_night,9900,0,No info,3943,5,3
Jet Airways,Kolkata,Banglore,afternoon,afternoon,94500,1,In-flight meal not included,10844,5,24
SpiceJet,Banglore,New Delhi,evening,evening,10200,0,No info,3925,3,24
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5100,0,In-flight meal not included,3210,5,1
Jet Airways,Banglore,Delhi,afternoon,evening,10800,0,No info,8016,6,6
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No check-in baggage included,3841,4,12
